Code,Name,PSABDescription
57100,Land and Land Improvements,"Expenditures for the purchase of land and the improvements thereon. Includes purchases of air rights, mineral rights, and the like. Also included special assessments against the school district or charter school for capital improvements such as streets, curbs, and drains. Used with Function 4000 (Capital Outlay). Separate accounts have been established for the 57100 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
57111,Land,"Purchase of land. Includes expenses for drawings, specifications and other professional service fees directly related to the acquisition of sites, such as appraisal fees, search and title insurance, site surveys, and condemnation proceedings."
57112,Land Improvements,"Expenses for original improvement or total replacement of surface improvements. This may include grading, landscaping, seeding, planting of trees and shrubs, sidewalks, roadways, retaining walls, sewers, storm drains, hydrants, surfacing and soil treatment of athletic fields, tennis courts, fixed playground apparatus, flagpoles, gateways, fences, underground storage tanks which are not part of building service systems, digging of wells, and demolition work. This can include expenditures for special assessments against the school district or charter school for capital improvements, such as streets, curbs, sidewalks, sewers, and drains. Do NOT include general maintenance and repairs."
57200,Building Purchase,"Expenditures for acquiring existing buildings. Included are expenditures for installment or lease payments (except interest) that have a terminal date and result in the acquisition of buildings, except payments to public school housing authorities or similar agencies. Do NOT include expenditures for the contracted construction of buildings, for major permanent structural alterations, and for the initial or additional installation of heating and ventilating systems, fire protection systems, and other service systems in existing buildings; charge these to 54500 (Construction Services). Also do NOT include buildings built and alterations performed by the school district's or charter school’s own staff. Labor and materials costs for buildings constructed by district or charter school staff are charged to the appropriate object codes within operational funds. This code is used with governmental funds only. Used with Function 4000. Separate accounts may be established for this series. If separate accounts are established within this series, this account becomes a “roll-up” account for the accumulation of totals; in which case no entries should be posted to this account."
57300,Vehicles and Equipment,"Expenditures for the initial, additional, and replacement items of equipment, such as machinery, furniture and fixtures, and vehicles. Separate accounts have been established for the 57300 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
57311,Vehicles General,Purchase of vehicles. Exclude buses and heavy equipment.
57312,Buses,Purchase of buses.
57313,Heavy Equipment,Purchase of heavy equipment (exceeding one ton).
57331,"Fixed Assets (more than $5,000)","Tangible assets with a life longer than one year, such as land, buildings and improvements, equipment, machinery, construction work in progress, and leased assets costing more than $5,000. Such items shall be added to the fixed assets inventory presented to the auditor."
57340,Technology-Related Hardware,"Expenditures for technology-related equipment and technology infrastructure. These costs include those associated with the purchase of network equipment, servers, PCs, printers, other peripherals, and devices. Technology-related supplies should be coded to object code 56119, Supply Assests. (Used with all functions, but primarily with 1000, 2200, and 2500.)"
57350,Technology Software,"Expenditures for purchased software used for educational or administrative purposes that exceed the capitalization threshold. Expenditures for software that meet the standards for classification as a supply should be coded to object code 56119, Supply Assests.. (Used with all functions, but primarily with 1000, 2200, and 2500.)"
58000,Debt Service and Miscellaneous,"The third digit generally functions as a header or description for the detail accounts to follow. The fourth and fifth digits allow for a further breakdown of the expenditure account. Note: Codes that are necessary for the NCES reporting are noted with an asterisk (*). Following the description of the Expenditure Objects, a listing is provided of the required NCES reporting codes."
58200,Miscellaneous Expenses,"This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
58211,Tax Liability/Penalty,"Liabilities, penalties, or fines for late or underpayment of taxes and other government assessments. Used only with Function 2900 (Debt Service and Miscellaneous)."
58212,Litigation Fees,Settlement and legal fees awarded to plaintiff due to litigation. Used only with Function 2900 (Debt Service and Miscellaneous).
58213,Emergency Reserve,"Restricted cash balance for emergencies, subject to the approval of the Secretary of PED. Used only with Function 2900 (Debt Service and Miscellaneous)."
58214,Debt Service Reserve,Restricted cash balance for subsequent years’ payment of principle and interest. Used only with Function 5000 (Debt Service).
58215,Restricted Expenditures,Restricted expenditures such as budget earmarked or set aside for unassigned cash balance.
58216,Special Revenue Bonds Reserve,Restricted cash balance for subsequent years' payment of principle and interest for Special Revenue Bonds. Used only with Function 5000 (Debt Service and Miscellaneous).
58219,Payment for State Match – Medicaid (Used only in Fund 11000 with Function 2900),
58220,"Loss on Investments (Used only in Function 2900) May be used in Funds, 11000, 31100,","31600, 31700, 31701, 31900, 41000 and 43000."
58221,Miscellaneous Expense: (Used only in Function 2900) Amounts paid for goods and services,not otherwise classified.
58300,Debt-Related Expenditures/Expenses,"Principal and interest payments and costs. Separate accounts have been established for the 58300 series. Used only with Function 5000 (Debt Service). This is a “roll- up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
58311,Redemption of Principal,"Expenditures to retire bonds (including current and advance refundings) and long-term loans, including lease-purchase arrangements. (Used only with function 5000.)"
58313,Special Revenue Bond Principal Payment,Payment of special revenue bond principal.
58322,Interest on Long-Term Debt,"Expenditures for interest on bonds or notes, including lease-purchase arrangements. (Used only with function 5000.)"
58324,Special Revenue Bond Interest Payment,Payment of special revenue bond interest.
59500,Special Items,"Used to classify special items in accordance with GASB Statement 34. Included are transactions or events within the control of the school district administration that are either unusual in nature or infrequent in occurrence. For some districts, this may include termination benefits resulting from workforce reductions or costs in connection with an early retirement program offered to all employees represented in one or more classes of employees. Some capital asset impairments, as defined by GASB Statement 42, may be reported as special items. In the governmental funds, these items should be separately captioned or disclosed."
59600,Extraordinary Items,"Used to classify items in accordance with Accounting Principles Board (APB) Opinion No. 30 that are transactions or events that are both unusual in nature and infrequent in occurrence. For some districts, this includes significant costs related to a natural disaster such as a fire, flood, tornado, hurricane, or hail storm or costs related to an environmental disaster. NCES REQUIRED REPORTING CODES The following are the codes required to be reported to the NCES as identified herein. Please note that many of these are header accounts that will require roll-up of sub-accounts to meet the reporting requirements."
