Code,Name,ParentCategoryCode,ParentCategoryName,ParentCategoryDescription
27137,Student Mindfulness and Wellbeing Teacher Training,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27138,Incentives for School Impr Act PED,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27139,Truancy - CYFD,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27140,Family & Youth Resource Pro PED,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27141,Truancy Initiative PED,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27142,Immigrant Family Engagement,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27143,Media Literacy Programs,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27144,Legis Appro - Laws of NM 2005,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27145,Libraries - GO Bonds-Laws of 2004,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27146,Dyslexia Screening,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27147,Federal Relief Fund,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27148,GO Bond Act: Libraries 1994-95 PED,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27149,PreK Initiative,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27150,Indian Education Act,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27151,GRADS,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27152,K-5 Plus Transportation,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27153,Extended Learning Transportation,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27154,Beginning Teacher Mentoring Program,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27155,Breakfast for Elementary Students,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27156,Outdoor Classroom/Environmental Education Initiative,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27157,Teacher Professional Development FUND SQS,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27158,Reading Materials Fund,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27159,K-Plus Initiative,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27160,Leg. Approp. Laws of 2006,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27161,Pre-Kindergarten Startup Costs,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27162,Technology Equity,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27163,School in Need of Improvement,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27164,School Improvement Framework,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27165,Legislative Appropriation -- Laws of 2007,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27166,Kindergarten-Three Plus,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27167,State- 21st Century Learning Center,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27168,After School Enrichment Program,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27169,Pre-Kindergarten - Special State,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27170,Libraries SB 301 GO Bonds,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27171,2010 GOB Instructional Materials,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27172,GOB School Buses Purchased,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27173,2010 GOB Equipment in School Buses,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27174,2010 GOB Pre-K Classrooms,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27175,Intervention for D & F Schools,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27176,Science Instructional Materials K-12,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27177,2013 Pre-K Classrooms,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27178,School Buses,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27179,Workforce Readiness,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27180,Early College High School Start-Up,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27181,STEM Teacher Initiative,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27182,Capital Outlay Exception Fund,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27183,NM Grown FVV,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27184,New Teacher & School Leader Eval. System,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27185,Next Generation Assessments,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27186,Teaching Support for Low Income Students,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27187,2014 School Bus,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27188,Teacher and School Leader Incentive Pay,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27189,College Counselor Initiative,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27190,Teacher and School Leader Incentive Pay Group,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27191,Early Warning Systems/Dropout Prevention,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27192,Student Parent Portal,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27193,Parent Advocacy Project,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27194,Social Workers for Middle Schools,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27195,Teachers Hard to Staff Stipend,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27196,Teacher Pipeline,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27197,Black Student Union in Public Schools,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27198,K3 Plus 4&5 Pilot,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27199,Indigenous Education Initiatives,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27200,State Directed Activities,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27201,School Lunch Co-Pay - Laws of 2020,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27202,OpenSciEd Expansion Initiative,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27400,INTERGOVERNMENTAL AGREEMENT,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27401,W.K. Kellogg Foundation,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27402,Mott Foundation Grant,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27403,FY21 Legislative Fund - Social and Emotional Learning (SEL),20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27404,FY21 Legislative Fund - Teacher Recruitment,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27405,2020 School Bus Cameras,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27406,K5P Pilot 140,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27407,Family Income Index,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
27408,K-12 Plus /ELTP Planning Grant,20000,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.
